Gregorian_date,lunar_date,hour,light.dark,study_time,colony_id,tank_id,system,RO,total_RO,per.release,prop.release
2022-3-2,2022-1-30,15,light,21,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,16,light,22,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,17,light,23,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,18,light,24,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,19,dark,25,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,20,dark,26,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,21,dark,27,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,22,dark,28,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-2,2022-1-30,23,dark,29,RAS_colony14,RAS_tank2,RAS,2,58,3.448275862,0.034482759
2022-3-2,2022-1-30,00,dark,30,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,1,dark,31,RAS_colony14,RAS_tank2,RAS,1,58,1.724137931,0.017241379
2022-3-3,2022-1-31,2,dark,32,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,3,dark,33,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,4,dark,34,RAS_colony14,RAS_tank2,RAS,2,58,3.448275862,0.034482759
2022-3-3,2022-1-31,5,dark,35,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,6,dark,36,RAS_colony14,RAS_tank2,RAS,6,58,10.34482759,0.103448276
2022-3-3,2022-1-31,7,light,37,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,8,light,38,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,9,light,39,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,10,light,40,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,11,light,41,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,12,light,42,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,13,light,43,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,14,light,44,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,15,light,45,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,16,light,46,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,17,light,47,RAS_colony14,RAS_tank2,RAS,0,58,0,0
2022-3-3,2022-1-31,18,light,48,RAS_colony14,RAS_tank2,RAS,1,58,1.724137931,0.017241379
2022-3-1,2022-1-29,19,dark,1,RAS_colony3,RAS_tank2,RAS,101,506,19.96047431,0.199604743
2022-3-1,2022-1-29,20,dark,2,RAS_colony3,RAS_tank2,RAS,22,506,4.347826087,0.043478261
2022-3-1,2022-1-29,21,dark,3,RAS_colony3,RAS_tank2,RAS,10,506,1.976284585,0.019762846
2022-3-1,2022-1-29,22,dark,4,RAS_colony3,RAS_tank2,RAS,22,506,4.347826087,0.043478261
2022-3-1,2022-1-29,23,dark,5,RAS_colony3,RAS_tank2,RAS,16,506,3.162055336,0.031620553
2022-3-2,2022-1-30,00,dark,6,RAS_colony3,RAS_tank2,RAS,15,506,2.964426877,0.029644269
2022-3-2,2022-1-30,1,dark,7,RAS_colony3,RAS_tank2,RAS,33,506,6.52173913,0.065217391
2022-3-2,2022-1-30,2,dark,8,RAS_colony3,RAS_tank2,RAS,39,506,7.707509881,0.077075099
2022-3-2,2022-1-30,3,dark,9,RAS_colony3,RAS_tank2,RAS,54,506,10.67193676,0.106719368
2022-3-2,2022-1-30,4,dark,10,RAS_colony3,RAS_tank2,RAS,64,506,12.64822134,0.126482213
2022-3-2,2022-1-30,5,dark,11,RAS_colony3,RAS_tank2,RAS,39,506,7.707509881,0.077075099
2022-3-2,2022-1-30,6,dark,12,RAS_colony3,RAS_tank2,RAS,13,506,2.56916996,0.0256917
2022-3-2,2022-1-30,7,light,13,RAS_colony3,RAS_tank2,RAS,15,506,2.964426877,0.029644269
2022-3-2,2022-1-30,8,light,14,RAS_colony3,RAS_tank2,RAS,3,506,0.592885375,0.005928854
2022-3-2,2022-1-30,9,light,15,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-2,2022-1-30,10,light,16,RAS_colony3,RAS_tank2,RAS,2,506,0.395256917,0.003952569
2022-3-2,2022-1-30,11,light,17,RAS_colony3,RAS_tank2,RAS,2,506,0.395256917,0.003952569
2022-3-2,2022-1-30,12,light,18,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,13,light,19,RAS_colony3,RAS_tank2,RAS,2,506,0.395256917,0.003952569
2022-3-2,2022-1-30,14,light,20,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,15,light,21,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,16,light,22,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-2,2022-1-30,17,light,23,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,18,light,24,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,19,dark,25,RAS_colony3,RAS_tank2,RAS,6,506,1.185770751,0.011857708
2022-3-2,2022-1-30,20,dark,26,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,21,dark,27,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-2,2022-1-30,22,dark,28,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-2,2022-1-30,23,dark,29,RAS_colony3,RAS_tank2,RAS,3,506,0.592885375,0.005928854
2022-3-2,2022-1-30,00,dark,30,RAS_colony3,RAS_tank2,RAS,3,506,0.592885375,0.005928854
2022-3-3,2022-1-31,1,dark,31,RAS_colony3,RAS_tank2,RAS,6,506,1.185770751,0.011857708
2022-3-3,2022-1-31,2,dark,32,RAS_colony3,RAS_tank2,RAS,6,506,1.185770751,0.011857708
2022-3-3,2022-1-31,3,dark,33,RAS_colony3,RAS_tank2,RAS,5,506,0.988142292,0.009881423
2022-3-3,2022-1-31,4,dark,34,RAS_colony3,RAS_tank2,RAS,10,506,1.976284585,0.019762846
2022-3-3,2022-1-31,5,dark,35,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-3,2022-1-31,6,dark,36,RAS_colony3,RAS_tank2,RAS,2,506,0.395256917,0.003952569
2022-3-3,2022-1-31,7,light,37,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,8,light,38,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-3,2022-1-31,9,light,39,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,10,light,40,RAS_colony3,RAS_tank2,RAS,6,506,1.185770751,0.011857708
2022-3-3,2022-1-31,11,light,41,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,12,light,42,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,13,light,43,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,14,light,44,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-3,2022-1-31,15,light,45,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,16,light,46,RAS_colony3,RAS_tank2,RAS,1,506,0.197628458,0.001976285
2022-3-3,2022-1-31,17,light,47,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-3,2022-1-31,18,light,48,RAS_colony3,RAS_tank2,RAS,0,506,0,0
2022-3-1,2022-1-29,19,dark,1,RAS_colony12,RAS_tank3,RAS,13,127,10.23622047,0.102362205
2022-3-1,2022-1-29,20,dark,2,RAS_colony12,RAS_tank3,RAS,3,127,2.362204724,0.023622047
2022-3-1,2022-1-29,21,dark,3,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-1,2022-1-29,22,dark,4,RAS_colony12,RAS_tank3,RAS,9,127,7.086614173,0.070866142
2022-3-1,2022-1-29,23,dark,5,RAS_colony12,RAS_tank3,RAS,20,127,15.7480315,0.157480315
2022-3-2,2022-1-30,00,dark,6,RAS_colony12,RAS_tank3,RAS,13,127,10.23622047,0.102362205
2022-3-2,2022-1-30,1,dark,7,RAS_colony12,RAS_tank3,RAS,10,127,7.874015748,0.078740157
2022-3-2,2022-1-30,2,dark,8,RAS_colony12,RAS_tank3,RAS,8,127,6.299212598,0.062992126
2022-3-2,2022-1-30,3,dark,9,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,4,dark,10,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,5,dark,11,RAS_colony12,RAS_tank3,RAS,2,127,1.57480315,0.015748031
2022-3-2,2022-1-30,6,dark,12,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-2,2022-1-30,7,light,13,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,8,light,14,RAS_colony12,RAS_tank3,RAS,16,127,12.5984252,0.125984252
2022-3-2,2022-1-30,9,light,15,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,10,light,16,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,11,light,17,RAS_colony12,RAS_tank3,RAS,2,127,1.57480315,0.015748031
2022-3-2,2022-1-30,12,light,18,RAS_colony12,RAS_tank3,RAS,6,127,4.724409449,0.047244094
2022-3-2,2022-1-30,13,light,19,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,14,light,20,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,15,light,21,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,16,light,22,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,17,light,23,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,18,light,24,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,19,dark,25,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,20,dark,26,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-2,2022-1-30,21,dark,27,RAS_colony12,RAS_tank3,RAS,2,127,1.57480315,0.015748031
2022-3-2,2022-1-30,22,dark,28,RAS_colony12,RAS_tank3,RAS,5,127,3.937007874,0.039370079
2022-3-2,2022-1-30,23,dark,29,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-2,2022-1-30,00,dark,30,RAS_colony12,RAS_tank3,RAS,3,127,2.362204724,0.023622047
2022-3-3,2022-1-31,1,dark,31,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,2,dark,32,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,3,dark,33,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-3,2022-1-31,4,dark,34,RAS_colony12,RAS_tank3,RAS,2,127,1.57480315,0.015748031
2022-3-3,2022-1-31,5,dark,35,RAS_colony12,RAS_tank3,RAS,7,127,5.511811024,0.05511811
2022-3-3,2022-1-31,6,dark,36,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-3,2022-1-31,7,light,37,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,8,light,38,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,9,light,39,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,10,light,40,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-3,2022-1-31,11,light,41,RAS_colony12,RAS_tank3,RAS,1,127,0.787401575,0.007874016
2022-3-3,2022-1-31,12,light,42,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,13,light,43,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,14,light,44,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,15,light,45,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,16,light,46,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,17,light,47,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-3,2022-1-31,18,light,48,RAS_colony12,RAS_tank3,RAS,0,127,0,0
2022-3-1,2022-1-29,19,dark,1,RAS_colony1,RAS_tank3,RAS,20,449,4.454342984,0.04454343
2022-3-1,2022-1-29,20,dark,2,RAS_colony1,RAS_tank3,RAS,3,449,0.668151448,0.006681514
2022-3-1,2022-1-29,21,dark,3,RAS_colony1,RAS_tank3,RAS,4,449,0.890868597,0.008908686
2022-3-1,2022-1-29,22,dark,4,RAS_colony1,RAS_tank3,RAS,3,449,0.668151448,0.006681514
2022-3-1,2022-1-29,23,dark,5,RAS_colony1,RAS_tank3,RAS,11,449,2.449888641,0.024498886
2022-3-2,2022-1-30,00,dark,6,RAS_colony1,RAS_tank3,RAS,5,449,1.113585746,0.011135857
2022-3-2,2022-1-30,1,dark,7,RAS_colony1,RAS_tank3,RAS,3,449,0.668151448,0.006681514
2022-3-2,2022-1-30,2,dark,8,RAS_colony1,RAS_tank3,RAS,47,449,10.46770601,0.10467706
2022-3-2,2022-1-30,3,dark,9,RAS_colony1,RAS_tank3,RAS,96,449,21.38084633,0.213808463
2022-3-2,2022-1-30,4,dark,10,RAS_colony1,RAS_tank3,RAS,65,449,14.4766147,0.144766147
2022-3-2,2022-1-30,5,dark,11,RAS_colony1,RAS_tank3,RAS,57,449,12.69487751,0.126948775
2022-3-2,2022-1-30,6,dark,12,RAS_colony1,RAS_tank3,RAS,38,449,8.46325167,0.084632517
2022-3-2,2022-1-30,7,light,13,RAS_colony1,RAS_tank3,RAS,26,449,5.79064588,0.057906459
2022-3-2,2022-1-30,8,light,14,RAS_colony1,RAS_tank3,RAS,3,449,0.668151448,0.006681514
2022-3-2,2022-1-30,9,light,15,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,10,light,16,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,11,light,17,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,12,light,18,RAS_colony1,RAS_tank3,RAS,6,449,1.336302895,0.013363029
2022-3-2,2022-1-30,13,light,19,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,14,light,20,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-2,2022-1-30,15,light,21,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,16,light,22,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,17,light,23,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-2,2022-1-30,18,light,24,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,19,dark,25,RAS_colony1,RAS_tank3,RAS,13,449,2.89532294,0.028953229
2022-3-2,2022-1-30,20,dark,26,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-2,2022-1-30,21,dark,27,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-2,2022-1-30,22,dark,28,RAS_colony1,RAS_tank3,RAS,3,449,0.668151448,0.006681514
2022-3-2,2022-1-30,23,dark,29,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-2,2022-1-30,00,dark,30,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-3,2022-1-31,1,dark,31,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-3,2022-1-31,2,dark,32,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-3,2022-1-31,3,dark,33,RAS_colony1,RAS_tank3,RAS,9,449,2.004454343,0.020044543
2022-3-3,2022-1-31,4,dark,34,RAS_colony1,RAS_tank3,RAS,11,449,2.449888641,0.024498886
2022-3-3,2022-1-31,5,dark,35,RAS_colony1,RAS_tank3,RAS,11,449,2.449888641,0.024498886
2022-3-3,2022-1-31,6,dark,36,RAS_colony1,RAS_tank3,RAS,2,449,0.445434298,0.004454343
2022-3-3,2022-1-31,7,light,37,RAS_colony1,RAS_tank3,RAS,2,449,0.445434298,0.004454343
2022-3-3,2022-1-31,8,light,38,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,9,light,39,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,10,light,40,RAS_colony1,RAS_tank3,RAS,2,449,0.445434298,0.004454343
2022-3-3,2022-1-31,11,light,41,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-3,2022-1-31,12,light,42,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,13,light,43,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,14,light,44,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,15,light,45,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,16,light,46,RAS_colony1,RAS_tank3,RAS,1,449,0.222717149,0.002227171
2022-3-3,2022-1-31,17,light,47,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-3,2022-1-31,18,light,48,RAS_colony1,RAS_tank3,RAS,0,449,0,0
2022-3-1,2022-1-29,19,dark,1,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-1,2022-1-29,20,dark,2,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-1,2022-1-29,21,dark,3,RAS_colony2,RAS_tank3,RAS,8,96,8.333333333,0.083333333
2022-3-1,2022-1-29,22,dark,4,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-1,2022-1-29,23,dark,5,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,00,dark,6,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-2,2022-1-30,1,dark,7,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,2,dark,8,RAS_colony2,RAS_tank3,RAS,2,96,2.083333333,0.020833333
2022-3-2,2022-1-30,3,dark,9,RAS_colony2,RAS_tank3,RAS,32,96,33.33333333,0.333333333
2022-3-2,2022-1-30,4,dark,10,RAS_colony2,RAS_tank3,RAS,17,96,17.70833333,0.177083333
2022-3-2,2022-1-30,5,dark,11,RAS_colony2,RAS_tank3,RAS,4,96,4.166666667,0.041666667
2022-3-2,2022-1-30,6,dark,12,RAS_colony2,RAS_tank3,RAS,5,96,5.208333333,0.052083333
2022-3-2,2022-1-30,7,light,13,RAS_colony2,RAS_tank3,RAS,3,96,3.125,0.03125
2022-3-2,2022-1-30,8,light,14,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,9,light,15,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,10,light,16,RAS_colony2,RAS_tank3,RAS,2,96,2.083333333,0.020833333
2022-3-2,2022-1-30,11,light,17,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-2,2022-1-30,12,light,18,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,13,light,19,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,14,light,20,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,15,light,21,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,16,light,22,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,17,light,23,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,18,light,24,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-2,2022-1-30,19,dark,25,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-2,2022-1-30,20,dark,26,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,21,dark,27,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,22,dark,28,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,23,dark,29,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-2,2022-1-30,00,dark,30,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,1,dark,31,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,2,dark,32,RAS_colony2,RAS_tank3,RAS,2,96,2.083333333,0.020833333
2022-3-3,2022-1-31,3,dark,33,RAS_colony2,RAS_tank3,RAS,3,96,3.125,0.03125
2022-3-3,2022-1-31,4,dark,34,RAS_colony2,RAS_tank3,RAS,5,96,5.208333333,0.052083333
2022-3-3,2022-1-31,5,dark,35,RAS_colony2,RAS_tank3,RAS,3,96,3.125,0.03125
2022-3-3,2022-1-31,6,dark,36,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-3,2022-1-31,7,light,37,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,8,light,38,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,9,light,39,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,10,light,40,RAS_colony2,RAS_tank3,RAS,3,96,3.125,0.03125
2022-3-3,2022-1-31,11,light,41,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,12,light,42,RAS_colony2,RAS_tank3,RAS,0,96,0,0
2022-3-3,2022-1-31,13,light,43,RAS_colony2,RAS_tank3,RAS,1,96,1.041666667,0.010416667
2022-3-3,2022-1-31,14,light,44,RAS_colony2,RAS_tank3,RAS,0,96,0,0
